,movie_title,imdb_score,cluster_KMeans
4047,My Own Private Idaho,7.1,3
4048,Garden State,7.6,11
4049,Before Sunrise,8.1,11
4050,Sur le seuil,6.6,0
4051,Jesus' Son,7.0,3
4052,Saving Face,7.6,11
4053,Brick Lane,6.7,3
4054,Robot & Frank,7.1,3
4055,My Life Without Me,7.6,11
4056,The Spectacular Now,7.1,11
4057,Marilyn Hotchkiss' Ballroom Dancing and Charm School,7.1,7
4058,Religulous,7.7,10
4059,Fuel,7.6,10
4060,Valley of the Heart's Delight,6.6,3
4061,Dodgeball: A True Underdog Story,6.7,13
4062,Eye of the Dolphin,5.7,6
4063,8: The Mormon Proposition,7.1,10
4064,The Other End of the Line,6.2,11
4065,Anatomy,6.1,0
4066,Sleep Dealer,5.9,11
4067,Super,6.8,3
4068,Christmas Mail,5.8,11
4069,Stung,5.0,0
4070,Antibirth,6.3,0
4071,Get on the Bus,6.8,20
4072,Thr3e,5.1,17
4073,Idiocracy,6.6,5
4074,The Rise of the Krays,5.0,3
4075,This Is England,7.7,3
4076,Alien Uprising,3.1,6
4077,Bathing Beauty,6.5,4
4078,Go for It!,3.9,4
4079,"Dancer, Texas Pop. 81",6.8,3
4080,Show Boat,7.0,4
4081,Redemption Road,5.9,3
4082,The Calling,5.8,3
4083,The Brave Little Toaster,7.3,4
4084,Friday the 13th Part III,5.7,0
4085,Friday the 13th: A New Beginning,4.7,17
4086,The Last Sin Eater,5.9,3
4087,Do You Believe?,5.9,3
4088,Impact Point,4.3,6
4089,The Valley of Decision,7.5,3
4090,Eden,4.8,3
4091,Chicken Tikka Masala,5.8,11
4092,Always Woodstock,5.3,11
4093,Jack Brooks: Monster Slayer,6.0,0
4094,The Best Years of Our Lives,8.1,1
4095,Bully,7.0,20
4096,Elling,7.6,3
4097,Mi America,7.2,3
4098,[Rec],7.5,0
4099,Sharkskin,6.7,17
4100,Containment,4.8,0
4101,The Timber,5.5,15
4102,From Russia with Love,7.5,5
4103,The Toxic Avenger Part II,5.1,0
4104,Sleeper,7.3,21
4105,It Follows,6.9,17
4106,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,6.8,21
4107,To Kill a Mockingbird,8.4,3
4108,Mad Max 2: The Road Warrior,7.6,5
4109,The Legend of Drunken Master,7.6,6
4110,Lolita,7.7,11
4111,Boys Don't Cry,7.6,20
4112,Silent House,5.3,17
4113,The Lives of Others,8.5,3
4114,Courageous,7.0,3
4115,The Hustler,8.0,13
4116,Boom Town,7.1,15
4117,The Triplets of Belleville,7.8,3
4118,Smoke Signals,7.2,3
4119,American Splendor,7.5,20
4120,Before Sunset,8.0,11
4121,Amores Perros,8.1,3
4122,Thirteen,6.8,3
4123,Gentleman's Agreement,7.4,11
4124,Winter's Bone,7.2,3
4125,Touching the Void,8.1,10
4126,Alexander's Ragtime Band,7.0,4
4127,Me and You and Everyone We Know,7.4,3
4128,Inside Job,8.3,10
4129,We Are Your Friends,6.1,11
4130,Ghost Dog: The Way of the Samurai,7.5,12
4131,Harsh Times,7.0,12
4132,Captive,5.3,12
4133,Full Frontal,4.7,11
4134,Witchboard,5.7,17
4135,Shortbus,6.5,11
4136,Waltz with Bashir,8.0,10
4137,"The Book of Mormon Movie, Volume 1: The Journey",3.3,6
4138,No End in Sight,8.3,10
4139,The Diary of a Teenage Girl,6.9,11
4140,In the Shadow of the Moon,8.1,10
4141,Meek's Cutoff,6.5,15
4142,Inside Deep Throat,6.8,10
4143,Dinner Rush,7.3,11
4144,Clockwatchers,6.4,3
4145,The Virginity Hit,4.6,6
4146,Subway,6.5,3
4147,House of D,7.0,3
4148,Teeth,5.4,0
4149,Six-String Samurai,6.7,5
4150,It's All Gone Pete Tong,7.4,20
4151,Saint John of Las Vegas,5.8,3
4152,24 7: Twenty Four Seven,7.1,13
4153,Stonewall,4.5,3
4154,Roadside Romeo,5.3,8
4155,This Thing of Ours,5.4,3
4156,The Lost Medallion: The Adventures of Billy Stone,4.8,8
4157,The Last Five Years,5.9,4
4158,The Missing Person,6.2,3
4159,Return of the Living Dead III,5.9,0
4160,London,6.6,11
4161,Sherrybaby,6.6,3
4162,Circle,6.0,17
4163,Eden Lake,6.8,0
4164,Plush,5.4,3
4165,Vampire Killers,5.2,0
4166,Gangster's Paradise: Jerusalema,7.8,12
4167,Freeze Frame,6.4,12
4168,Grave Encounters,6.1,0
4169,Stitches,5.7,0
4170,Nine Dead,5.5,17
4171,Bananas,7.1,21
4172,Supercapitalist,3.9,6
4173,Rockaway,4.6,12
4174,The Lady from Shanghai,7.7,14
4175,No Man's Land: The Rise of Reeker,4.9,0
4176,Highway,6.3,3
4177,Small Apartments,6.1,6
4178,Coffee Town,6.6,6
4179,The Ghastly Love of Johnny X,5.7,4
4180,All Is Bright,5.6,3
4181,The Torture Chamber of Dr. Sadism,6.0,0
4182,Straight A's,5.7,6
4183,A Funny Thing Happened on the Way to the Forum,7.0,4
4184,Slacker Uprising,5.3,10
4185,The Legend of Hell's Gate: An American Conspiracy,4.4,15
4186,The Walking Deceased,3.4,0
4187,The Curse of Downers Grove,4.5,21
4188,Shark Lake,3.4,6
4189,River's Edge,7.1,3
4190,Northfork,6.4,3
4191,The Marine 4: Moving Target,5.2,12
4192,Buried,7.0,17
4193,Submarine,7.3,11
4194,The Square,8.1,16
4195,One to Another,5.8,3
4196,Carrie,5.9,0
4197,ABCD (Any Body Can Dance),6.4,4
4198,A Nightmare on Elm Street,7.5,0
4199,Man on Wire,7.8,10
4200,Brotherly Love,7.2,3
4201,The Last Exorcism,5.6,0
4202,Nowhere Boy,7.2,20
4203,A Streetcar Named Desire,8.0,3
4204,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.5,3
4205,El crimen del padre Amaro,6.8,11
4206,Beasts of the Southern Wild,7.3,3
4207,Battle for the Planet of the Apes,5.5,5
4208,Songcatcher,7.3,3
4209,Higher Ground,6.3,3
4210,Vaalu,5.1,11
4211,The Greatest Movie Ever Sold,6.6,10
4212,Ed and His Dead Mother,6.1,0
4213,Travelers and Magicians,7.5,3
4214,Hang 'Em High,7.0,15
4215,Deadline - U.S.A.,7.2,14
4216,Sublime,5.3,0
4217,Independence Daysaster,3.4,5
4218,Dysfunctional Friends,5.4,6
4219,Run Lola Run,7.8,3
4220,May,6.7,0
4221,Against the Wild,4.7,6
4222,Living Dark: The Story of Ted the Caver,6.3,0
4223,Under the Same Moon,7.4,3
4224,Conquest of the Planet of the Apes,6.1,5
4225,In the Bedroom,7.5,3
4226,I Spit on Your Grave,6.3,0
4227,"Happy, Texas",6.3,11
4228,My Summer of Love,6.8,11
4229,The Lunchbox,7.8,11
4230,Yes,6.9,11
4231,You Can't Take It with You,8.0,11
4232,From Here to Eternity,7.8,1
4233,She Wore a Yellow Ribbon,7.4,15
4234,Grace Unplugged,6.1,3
4235,Foolish,4.3,6
4236,Caramel,7.2,11
4237,Out of the Dark,4.7,0
4238,The Bubble,7.3,11
4239,The Conversation,7.9,17
4240,Mississippi Mermaid,7.2,11
4241,I Love Your Work,5.4,17
4242,Cabin Fever,3.7,0
4243,Dawn of the Dead,7.4,0
4244,Waitress,7.1,11
4245,Bloodsport,6.8,13
4246,Mr. Smith Goes to Washington,8.2,3
4247,Kids,7.0,3
4248,The Squid and the Whale,7.4,3
4249,Kissing Jessica Stein,6.7,11
4250,Kickboxer: Vengeance,9.1,12
4251,Spellbound,7.6,14
4252,Exotica,7.2,17
4253,Buffalo '66,7.5,11
4254,Insidious,6.8,17
4255,Repo Man,6.9,12
4256,Nine Queens,7.9,12
4257,The Gatekeepers,7.6,10
4258,The Ballad of Jack and Rose,6.7,3
4259,The To Do List,5.8,11
4260,Killing Zoe,6.5,12
4261,The Believer,7.2,3
4262,Snow Angels,6.9,11
4263,Unsullied,5.5,0
4264,Session 9,6.5,17
4265,I Want Someone to Eat Cheese With,6.2,11
4266,Mooz-Lum,6.7,3
4267,Hatchet,5.7,0
4268,Modern Times,8.6,3
4269,Stolen Summer,6.5,3
4270,My Name Is Bruce,6.3,6
4271,The Salon,4.3,6
4272,Road Hard,6.1,6
4273,Forty Shades of Blue,6.0,11
4274,Amigo,5.8,1
4275,Pontypool,6.7,0
4276,Trucker,6.7,3
4277,The Lords of Salem,5.1,0
4278,Housebound,6.8,17
4279,Wal-Mart: The High Cost of Low Price,6.8,10
4280,Fetching Cody,6.8,11
4281,Once Upon a Time in Queens,6.3,3
4282,Closer to the Moon,7.1,3
4283,Mutant World,2.8,6
4284,Checkmate,3.1,12
4285,Jack Reacher,7.0,17
4286,#Horror,3.3,17
4287,Wind Walkers,3.6,0
4288,Snow White and the Seven Dwarfs,7.7,4
4289,The Holy Girl,6.7,3
4290,Shalako,5.5,15
4291,Incident at Loch Ness,6.6,0
4292,The Dog Lover,4.8,3
4293,Girl House,5.5,0
4294,The Blue Room,6.3,12
4295,House at the End of the Drive,6.9,0
4296,Batman: The Movie,6.5,6
4297,"Lock, Stock and Two Smoking Barrels",8.2,12
4298,The Celebration,8.1,3
4299,Trees Lounge,7.2,21
4300,Journey from the Fall,7.4,3
4301,The Basket,6.5,3
4302,Eddie: The Sleepwalking Cannibal,5.7,0
4303,Mercury Rising,6.1,12
4304,Queen of the Mountains,8.7,20
4305,Def-Con 4,4.3,5
4306,The Hebrew Hammer,6.2,6
4307,Neal 'N' Nikki,3.3,4
4308,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2.7,6
4309,Forget Me Not,5.2,0
4310,Rebecca,8.2,14
4311,Friday the 13th Part 2,6.1,17
4312,The Lost Weekend,8.0,14
4313,C.H.U.D.,5.5,0
4314,Filly Brown,5.7,3
4315,The Lion of Judah,3.7,6
4316,Niagara,7.1,14
4317,How Green Was My Valley,7.8,3
4318,Da Sweet Blood of Jesus,4.1,11
4319,"Sex, Lies, and Videotape",7.2,3
4320,Saw,7.7,17
4321,Super Troopers,7.1,17
4322,The Algerian,7.6,12
4323,The Amazing Catfish,7.0,3
4324,The Day the Earth Stood Still,5.5,5
4325,Monsoon Wedding,7.4,11
4326,You Can Count on Me,7.7,3
4327,The Trouble with Harry,7.2,21
4328,Lucky Number Slevin,7.8,17
4329,But I'm a Cheerleader,6.6,3
4330,Home Run,6.0,13
4331,Reservoir Dogs,8.4,21
4332,The Blue Bird,6.5,3
4333,"The Good, the Bad and the Ugly",8.9,15
4334,The Second Mother,7.9,3
4335,Blue Like Jazz,6.0,3
4336,Down and Out with the Dolls,6.1,6
4337,Certifiably Jonathan,6.2,10
4338,Q,5.6,3
4339,The Knife of Don Juan,7.2,3
4340,Grand Theft Parsons,6.1,6
4341,Extreme Movie,3.8,6
4342,The Charge of the Light Brigade,7.1,1
4343,Below Zero,4.5,6
4344,Crowsnest,3.8,17
4345,Airborne,6.2,13
4346,Cotton Comes to Harlem,6.6,6
4347,The Wicked Within,4.6,0
4348,Bleeding Hearts,4.2,0
4349,Waiting...,6.8,6
4350,Dead Man's Shoes,7.7,12
4351,From a Whisper to a Scream,5.9,0
4352,Dracula: Pages from a Virgin's Diary,7.0,4
4353,Faith Like Potatoes,6.9,3
4354,Beyond the Black Rainbow,6.1,5
4355,The Raid: Redemption,7.6,12
4356,The Dead Undead,3.0,0
4357,The Vatican Exorcisms,2.6,0
4358,Casablanca,8.6,1
4359,Lake Mungo,6.1,17
4360,Rocket Singh: Salesman of the Year,7.5,3
4361,Silent Running,6.7,3
4362,Rocky,8.1,13
4363,The Sleepwalker,4.9,3
4364,The Fog,6.8,0
4365,Tom Jones,6.8,6
4366,Unfriended,5.7,17
4367,Taxi Driver,8.3,21
4368,The Howling,6.6,0
4369,Dr. No,7.3,5
4370,Chernobyl Diaries,5.0,17
4371,Hellraiser,7.0,0
4372,God's Not Dead 2,3.4,3
4373,Cry_Wolf,5.9,17
4374,Godzilla 2000,6.0,5
4375,Blue Valentine,7.4,11
4376,Transamerica,7.4,3
4377,The Devil Inside,4.2,0
4378,Beyond the Valley of the Dolls,6.2,3
4379,Love Me Tender,6.2,15
4380,Sands of Iwo Jima,7.2,1
4381,Shine a Light,7.2,10
4382,The Green Inferno,5.4,0
4383,Departure,7.0,11
4384,The Sessions,7.2,20
4385,"Food, Inc.",7.9,10
4386,October Baby,6.8,3
4387,Next Stop Wonderland,6.7,11
4388,Juno,7.5,11
4389,The Skeleton Twins,6.8,3
4390,Martha Marcy May Marlene,6.9,17
4391,Obvious Child,6.8,3
4392,Frozen River,7.2,3
4393,20 Feet from Stardom,7.4,10
4394,Two Girls and a Guy,5.6,6
4395,Walking and Talking,6.8,11
4396,Who Killed the Electric Car?,7.7,10
4397,The Broken Hearts Club: A Romantic Comedy,7.0,13
4398,Bubba Ho-Tep,7.2,17
4399,Goosebumps,6.4,8
4400,Slam,7.2,3
4401,Brigham City,7.2,17
4402,Fiza,6.2,11
4403,Orgazmo,6.2,6
4404,All the Real Girls,6.9,11
4405,Dream with the Fishes,7.0,3
4406,Blue Car,6.7,3
4407,Luminarias,3.6,11
4408,Palo Alto,6.3,3
4409,Ajami,7.4,3
4410,Wristcutters: A Love Story,7.4,11
4411,I Origins,7.3,11
4412,The Battle of Shaker Heights,6.1,11
4413,The Lovely Bones,6.7,3
4414,The Act of Killing,8.2,10
4415,Taxi to the Dark Side,7.7,10
4416,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,7.3,10
4417,Lisa Picard Is Famous,5.7,6
4418,Antarctica: A Year on Ice,7.6,10
4419,A Lego Brickumentary,6.8,10
4420,Hardflip,5.6,12
4421,Chocolate: Deep Dark Secrets,4.8,3
4422,The House of the Devil,6.4,0
4423,The Perfect Host,6.8,12
4424,Safe Men,6.1,6
4425,Speedway Junky,5.2,11
4426,The Last Big Thing,6.9,3
4427,The Specials,6.0,5
4428,16 to Life,6.3,11
4429,Alone with Her,6.1,12
4430,Creative Control,5.5,3
4431,Special,6.9,3
4432,Sparkler,5.6,6
4433,The Helix... Loaded,1.9,5
4434,In Her Line of Fire,4.1,3
4435,The Jimmy Show,5.4,6
4436,Heli,6.8,11
4437,Loving Annabelle,6.7,11
4438,Hits,5.8,6
4439,Jimmy and Judy,6.2,12
4440,Frat Party,2.8,18
4441,The Party's Over,7.3,3
4442,Proud,5.8,3
4443,The Poker House,6.5,3
4444,ZMD: Zombies of Mass Destruction,5.1,0
4445,Snow White: A Deadly Summer,2.2,0
4446,Hidden Away,7.2,11
4447,My Last Day Without You,5.7,11
4448,Doc Holliday's Revenge,3.8,15
4449,Black Rock,4.7,0
4450,Truth or Die,5.6,17
4451,The Pet,3.9,3
4452,Bang Bang Baby,5.4,4
4453,Fear Clinic,5.2,0
4454,Zombie Hunter,3.5,0
4455,A Fine Step,5.3,3
4456,Charly,7.1,11
4457,Banshee Chapter,5.5,0
4458,Ask Me Anything,6.0,3
4459,And Then Came Love,4.8,11
4460,Food Chains,7.1,16
4461,On the Waterfront,8.2,11
4462,L!fe Happens,5.7,6
4463,"4 Months, 3 Weeks and 2 Days",7.9,3
4464,The Horror Network Vol. 1,7.3,0
4465,Hard Candy,7.1,12
4466,The Quiet,6.4,3
4467,Circumstance,5.9,3
4468,Fruitvale Station,7.5,20
4469,The Brass Teapot,6.4,6
4470,Bambi,7.4,8
4471,The Hammer,7.3,13
4472,Snitch,6.5,12
4473,Latter Days,7.2,11
4474,Elza,6.7,18
4475,1982,7.1,3
4476,"For a Good Time, Call...",6.0,6
4477,Celeste & Jesse Forever,6.7,11
4478,Time Changer,5.6,3
4479,London to Brighton,7.0,12
4480,American Hero,4.9,5
4481,Windsor Drive,3.2,17
4482,A Separation,8.4,17
4483,Crying with Laughter,6.9,3
4484,Welcome to the Dollhouse,7.5,3
4485,Ruby in Paradise,7.2,11
4486,Raising Victor Vargas,7.2,11
4487,Pandora's Box,8.0,11
4488,Harrison Montgomery,7.4,3
4489,Live-In Maid,7.2,3
4490,Deterrence,6.5,3
4491,The Mudge Boy,7.2,11
4492,The Young Unknowns,4.2,3
4493,Not Cool,5.1,6
4494,Dead Snow,6.4,0
4495,Saints and Soldiers,6.8,1
4496,Vessel,6.2,7
4497,American Graffiti,7.5,3
4498,Iraq for Sale: The War Profiteers,7.7,10
4499,Aqua Teen Hunger Force Colon Movie Film for Theaters,6.9,8
4500,Safety Not Guaranteed,7.0,11
4501,Kevin Hart: Laugh at My Pain,7.5,10
4502,Kill List,6.3,0
4503,The Innkeepers,5.5,0
4504,The Unborn,4.8,17
4505,The Conformist,8.1,3
4506,Interview with the Assassin,6.6,3
4507,Donkey Punch,5.2,0
4508,All the Boys Love Mandy Lane,5.6,0
4509,Bled,3.1,0
4510,High Noon,8.1,15
4511,Hoop Dreams,8.3,10
4512,Rize,7.1,10
4513,L.I.E.,7.2,3
4514,The Sisterhood of Night,6.3,17
4515,B-Girl,4.0,11
4516,King Kong,7.2,9
4517,House of Wax,5.3,0
4518,Half Nelson,7.2,3
4519,Naturally Native,6.5,3
4520,Hav Plenty,6.5,6
4521,Adulterers,4.9,12
4522,Escape from Tomorrow,5.2,0
4523,Starsuckers,7.4,10
4524,The Hadza: Last of the First,7.4,10
4525,After,5.4,17
4526,Treachery,3.9,2
4527,Walter,5.3,6
4528,Top Hat,7.8,4
4529,The Blair Witch Project,6.4,0
4530,Woodstock,8.1,10
4531,The Kentucky Fried Movie,6.5,6
4532,Mercy Streets,5.6,12
4533,Broken Vessels,6.6,3
4534,They Will Have to Kill Us First,7.7,10
4535,Crop Circles: Quest for Truth,7.0,10
4536,Irreplaceable,7.2,3
4537,The Maid's Room,4.5,6
4538,A Hard Day's Night,7.7,4
4539,Love Letters,6.1,11
4540,Julija in alfa Romeo,6.4,6
4541,Fireproof,6.5,11
4542,Faith Connections,7.0,10
4543,Benji,6.1,11
4544,Open Water,5.7,0
4545,High Road,5.4,6
4546,Kingdom of the Spiders,5.9,0
4547,Mad Hot Ballroom,7.5,10
4548,The Station Agent,7.7,3
4549,To Save a Life,7.1,3
4550,Wordplay,7.4,10
4551,Beyond the Mat,7.6,10
4552,The Singles Ward,6.4,11
4553,Osama,7.4,3
4554,Sholem Aleichem: Laughing in the Darkness,6.8,18
4555,Groove,6.5,3
4556,The R.M.,6.0,6
4557,Twin Falls Idaho,7.3,3
4558,Mean Creek,7.3,3
4559,Hurricane Streets,6.5,11
4560,Never Again,6.0,11
4561,Civil Brand,5.3,12
4562,Lonesome Jim,6.6,21
4563,Drinking Buddies,6.1,11
4564,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,7.1,10
4565,Seven Samurai,8.7,5
4566,The Other Dream Team,8.4,10
4567,Johnny Suede,5.8,11
4568,Finishing the Game: The Search for a New Bruce Lee,6.2,6
4569,Rubber,5.8,0
4570,Home,6.7,8
4571,Kiss the Bride,5.7,11
4572,The Slaughter Rule,6.1,13
4573,Monsters,6.4,3
4574,The Californians,5.0,3
4575,The Living Wake,6.5,6
4576,Detention of the Dead,4.6,0
4577,Crazy Stone,7.7,6
4578,Scott Walker: 30 Century Man,7.3,10
4579,Everything Put Together,6.6,3
4580,Good Kill,6.4,3
4581,The Outrageous Sophie Tucker,7.2,10
4582,Now Is Good,7.2,11
4583,Girls Gone Dead,3.5,0
4584,Subconscious,2.2,17
4585,Enter Nowhere,6.6,17
4586,The King of Najayo,6.9,18
4587,Fight to the Finish,4.0,13
4588,Alleluia! The Devil's Carnival,7.4,4
4589,The Sound and the Shadow,8.3,17
4590,Rodeo Girl,5.7,6
4591,Born to Fly: Elizabeth Streb vs. Gravity,6.8,10
4592,The Little Ponderosa Zoo,5.2,18
4593,Oz the Great and Powerful,6.4,2
4594,The Toxic Avenger,6.2,0
4595,Straight Out of Brooklyn,5.9,3
4596,Bloody Sunday,7.7,1
4597,Diamond Ruff,4.3,6
4598,Conversations with Other Women,7.1,11
4599,Poultrygeist: Night of the Chicken Dead,6.2,4
4600,Mutual Friends,6.8,11
4601,42nd Street,7.7,4
4602,Metropolitan,7.5,11
4603,As It Is in Heaven,7.6,11
4604,Roadside,4.1,18
4605,Napoleon Dynamite,6.9,6
4606,Blue Ruin,7.1,12
4607,Paranormal Activity,6.3,0
4608,Dogtown and Z-Boys,7.7,10
4609,Monty Python and the Holy Grail,8.3,6
4610,Quinceañera,7.1,3
4611,Gory Gory Hallelujah,4.7,4
4612,Tarnation,7.2,10
4613,I Want Your Money,5.1,10
4614,Love in the Time of Monsters,5.4,0
4615,The Beyond,6.9,0
4616,What Happens in Vegas,6.1,11
4617,The Dark Hours,6.1,0
4618,My Beautiful Laundrette,6.9,11
4619,Fabled,5.8,17
4620,Show Me,6.0,3
4621,Cries & Whispers,8.2,3
4622,Intolerance: Love's Struggle Throughout the Ages,8.0,1
4623,Trekkies,7.0,10
4624,The Broadway Melody,6.3,4
4625,The Evil Dead,7.6,0
4626,Maniac,6.1,0
4627,Murderball,7.8,10
4628,American Ninja 2: The Confrontation,4.7,3
4629,51 Birch Street,7.5,10
4630,Rotor DR1,3.4,6
4631,Halloween,7.9,0
4632,12 Angry Men,8.9,3
4633,My Dog Tulip,6.9,3
4634,It Happened One Night,8.2,11
4635,Dogtooth,7.3,3
4636,Tupac: Resurrection,8.0,10
4637,Tumbleweeds,6.7,3
4638,The Prophecy,6.6,17
4639,When the Cat's Away,6.9,11
4640,Pieces of April,7.1,3
4641,The Big Swap,5.6,3
4642,Old Joy,6.7,3
4643,Wendy and Lucy,7.1,3
4644,3 Backyards,5.2,3
4645,Pierrot le Fou,7.7,11
4646,Nothing But a Man,8.1,11
4647,"First Love, Last Rites",5.5,11
4648,Fighting Tommy Riley,6.6,13
4649,Royal Kill,3.2,12
4650,Across the Universe,7.4,4
4651,The Looking Glass,6.6,3
4652,Death Race 2000,6.2,13
4653,Locker 13,4.8,6
4654,Midnight Cabaret,4.5,0
4655,Anderson's Cross,7.2,11
4656,Bizarre,4.3,4
4657,Graduation Day,4.5,0
4658,Some Guy Who Kills People,6.4,17
4659,Compliance,6.4,20
4660,Chasing Amy,7.3,11
4661,Lovely & Amazing,6.9,11
4662,Better Luck Tomorrow,7.2,11
4663,The Incredibly True Adventure of Two Girls in Love,6.5,11
4664,Chuck & Buck,6.6,3
4665,American Desi,6.7,11
4666,Cube,7.3,17
4667,Love and Other Catastrophes,6.4,11
4668,I Married a Strange Person!,7.0,8
4669,November,5.5,17
4670,Like Crazy,6.7,11
4671,Sugar Town,6.1,6
4672,The Motel,6.8,3
4673,The Canyons,3.9,3
4674,On the Outs,6.9,3
4675,Shotgun Stories,7.3,3
4676,Exam,6.9,17
4677,The Sticky Fingers of Time,6.3,6
4678,Sunday School Musical,2.5,4
4679,Rust,5.7,3
4680,Ink,7.0,5
4681,The Christmas Bunny,6.2,3
4682,Butterfly,4.5,3
4683,UnDivided,7.8,10
4684,The Frozen,4.4,0
4685,Horse Camp,6.6,6
4686,Give Me Shelter,8.0,10
4687,The Big Parade,8.3,1
4688,Little Big Top,6.5,6
4689,Along the Roadside,7.1,11
4690,Bronson,7.1,20
4691,Western Religion,4.0,15
4692,Burn,7.5,10
4693,Urbania,7.0,3
4694,The Stewardesses,4.0,6
4695,"The Beast from 20,000 Fathoms",6.7,0
4696,"20,000 Leagues Under the Sea",7.2,5
4697,Mad Max,7.0,5
4698,Swingers,7.4,3
4699,A Fistful of Dollars,8.0,15
4700,She Done Him Wrong,6.5,4
4701,Short Cut to Nirvana: Kumbh Mela,7.2,10
4702,The Grace Card,6.4,3
4703,Middle of Nowhere,6.5,3
4704,3,6.8,11
4705,The Business of Fancydancing,6.9,3
4706,Call + Response,7.5,10
4707,Side Effects,7.1,12
4708,Malevolence,5.1,17
4709,Shooting the Warwicks,6.2,3
4710,Super Hybrid,3.9,0
4711,Baghead,6.0,11
4712,Solitude,6.8,17
4713,The Case of the Grinning Cat,7.4,10
4714,Ordet,8.1,3
4715,Good Dick,6.5,11
4716,The Man from Earth,8.0,11
4717,The Trials of Darryl Hunt,7.7,10
4718,An American Girl Holiday,7.2,3
4719,Yesterday Was a Lie,5.4,17
4720,Theresa Is a Mother,6.7,3
4721,H.,6.3,3
4722,Archaeology of a Woman,8.1,3
4723,Children of Heaven,8.5,3
4724,Weekend,7.7,11
4725,She's Gotta Have It,6.5,11
4726,The World Is Mine,6.5,3
4727,Another Earth,7.0,11
4728,Sweet Sweetback's Baadasssss Song,5.5,12
4729,Tadpole,6.3,11
4730,Once,7.9,11
4731,The Woman Chaser,7.3,6
4732,The Horse Boy,7.4,10
4733,When the Lights Went Out,5.4,0
4734,Heroes of Dirt,7.1,13
4735,The Texas Chain Saw Massacre,7.5,0
4736,A Charlie Brown Christmas,8.4,8
4737,Antarctic Edge: 70° South,7.0,10
4738,Aroused,5.3,10
4739,Top Spin,7.1,10
4740,Roger & Me,7.5,10
4741,An American in Hollywood,7.2,3
4742,Sound of My Voice,6.7,17
4743,Your Sister's Sister,6.7,3
4744,A Dog's Breakfast,7.0,6
4745,Une Femme Mariée,7.4,3
4746,The Birth of a Nation,5.4,20
4747,The Work and the Story,5.7,6
4748,Facing the Giants,6.7,13
4749,The Gallows,4.2,0
4750,Eraserhead,7.4,0
4751,Over the Hill to the Poorhouse,4.8,3
4752,Hollywood Shuffle,7.0,6
4753,The Mighty,7.3,3
4754,Penitentiary,5.8,13
4755,The Lost Skeleton of Cadavra,7.0,0
4756,"Dude, Where's My Dog?!",3.2,6
4757,Cheap Thrills,6.8,12
4758,Indie Game: The Movie,7.7,18
4759,Closure,5.6,6
4760,Open Secret,7.1,3
4761,Echo Dr.,3.6,5
4762,The Night Visitor,6.8,0
4763,The Past is a Grotesque Animal,7.6,10
4764,The Last House on the Left,6.6,0
4765,"Peace, Propaganda & the Promised Land",8.3,10
4766,Pi,7.5,17
4767,"I Love You, Don't Touch Me!",5.4,11
4768,20 Dates,5.3,11
4769,Queen Crab,4.5,5
4770,Super Size Me,7.3,10
4771,The FP,5.6,6
4772,Happy Christmas,5.6,6
4773,The Brain That Wouldn't Die,4.1,0
4774,Tiger Orange,6.8,3
4775,Supporting Characters,6.3,6
4776,Absentia,5.8,17
4777,The Brothers McMullen,6.6,11
4778,The Dirties,6.7,12
4779,Gabriela,6.4,11
4780,Tiny Furniture,6.3,11
4781,Hayride,3.4,0
4782,The Call of Cthulhu,7.3,17
4783,The Signal,6.1,5
4784,The Image Revolution,7.4,10
4785,This Is Martin Bonner,6.6,18
4786,George Washington,7.5,3
4787,Smiling Fish & Goat on Fire,7.6,11
4788,Dawn of the Crescent Moon,5.0,3
4789,Raymond Did It,3.2,0
4790,The Last Waltz,8.2,10
4791,"Run, Hide, Die",3.7,0
4792,The Exploding Girl,6.3,3
4793,The Legend of God's Gun,4.1,15
4794,Mutual Appreciation,6.9,6
4795,Down Terrace,6.5,3
4796,Clerks,7.8,6
4797,Funny Ha Ha,6.4,3
4798,In the Company of Men,7.3,3
4799,Sabotage,5.7,12
4800,Manito,7.0,3
4801,Rampage,6.3,12
4802,Slacker,7.1,3
4803,Dry Spell,3.3,6
4804,Flywheel,6.9,3
4805,Exeter,4.6,17
4806,The Puffy Chair,6.6,11
4807,Stories of Our Lives,7.4,3
4808,Breaking Upwards,6.2,11
4809,All Superheroes Must Die,4.0,5
4810,Pink Flamingos,6.1,0
4811,Clean,6.9,11
4812,The Circle,7.5,3
4813,Tin Can Man,6.7,0
4814,The Cure,7.4,17
4815,Sanctuary; Quite a Conundrum,5.4,18
4816,Bang,6.4,3
4817,Primer,7.0,3
4818,Cavite,6.3,3
4819,El Mariachi,6.9,12
4820,Newlyweds,6.4,3
4821,Signed Sealed Delivered,7.7,3
4822,A Plague So Pleasant,6.3,0
4823,Shanghai Calling,6.3,11
4824,My Date with Drew,6.6,10
